y,x1,x2
49.93388002402571,3.745401188473625,6.118528947223795
37.83334990246409,9.50714306409916,1.3949386065204183
42.31104207855844,7.319939418114051,2.9214464853521815
40.72062147356157,5.986584841970366,3.663618432936917
34.25362186130001,1.5601864044243652,4.56069984217036
51.83072316978713,1.5599452033620265,7.851759613930136
14.394749245649137,0.5808361216819946,1.9967378215835974
59.036211913933876,8.661761457749352,5.142344384136116
56.316791064014225,6.011150117432088,5.924145688620425
26.2005703782712,7.080725777960454,0.46450412719997725
38.95457766057213,0.20584494295802447,6.075448519014383
41.02763929050803,9.699098521619943,1.7052412368729153
29.397852812761997,8.324426408004218,0.6505159298527952
64.58346134715357,2.1233911067827616,9.488855372533333
64.93203222972679,1.8182496720710062,9.656320330745594
57.06309840880959,1.8340450985343382,8.08397348116461
29.747711728756833,3.0424224295953772,3.0461376917337066
21.839979633987433,5.247564316322379,0.9767211400638387
56.33641611938768,4.319450186421157,6.842330265121569
36.76094154990102,2.9122914019804194,4.4015249373960135
