x,y
3.745401188473625,8.838990649899936
9.50714306409916,18.81825672633485
7.319939418114051,16.00692194237011
5.986584841970366,5.022894025537161
1.5601864044243652,3.2416852574986823
1.5599452033620265,5.548340692771039
0.5808361216819946,8.073248422330053
8.661761457749352,16.250442042404114
6.011150117432088,9.788325823291425
7.080725777960454,13.154423381582763
0.20584494295802447,5.0732983567243455
9.699098521619943,21.713201481878624
8.324426408004218,15.52981200094028
2.1233911067827616,7.299851946018947
1.8182496720710062,5.024809541534174
1.8340450985343382,8.542670159200233
3.0424224295953772,4.276632483681345
5.247564316322379,10.184480046253684
4.319450186421157,8.070467760313685
2.9122914019804194,0.9705230114323644
6.118528947223795,14.421539002705893
1.3949386065204183,4.834098301760394
2.9214464853521815,6.863346797274207
3.663618432936917,7.388888332373244
4.56069984217036,4.4599167161390625
7.851759613930136,15.020937936798838
1.9967378215835974,3.622617577060116
5.142344384136116,8.075579691385757
5.924145688620425,12.203148530576813
0.46450412719997725,3.545211681658108
6.075448519014383,20.695640642870888
1.7052412368729153,5.108793725073186
0.6505159298527952,3.3312334225966462
9.488855372533333,19.679927082002
9.656320330745594,12.637555800295022
8.08397348116461,17.061891460532355
3.0461376917337066,7.333196223231519
0.9767211400638387,12.806410730068823
6.842330265121569,13.915216671118648
4.4015249373960135,11.009239244126476
1.2203823484477883,3.3019176180746035
4.951769101112702,6.2288260517472755
0.34388521115218396,6.25906168036445
9.093204020787821,22.19414017232274
2.587799816000169,9.339727420172526
6.62522284353982,10.612895867900685
3.1171107608941098,12.845398765532616
5.200680211778108,5.793956172387093
5.4671027934327965,14.281633962066675
1.8485445552552704,13.458911613750455
9.695846277645586,16.42954725476842
7.7513282336111455,14.237465548811203
9.394989415641891,20.18858429163435
8.948273504276488,16.882644392088178
5.978999788110851,6.755345851957172
9.218742350231167,19.711736599686443
0.884925020519195,-1.4793648138660296
1.959828624191452,6.8140269709236305
0.45227288910538066,-1.7731511587244522
3.2533033076326436,13.706344235335447
3.8867728968948203,5.640532624444692
2.713490317738959,5.138734570655215
8.287375091519294,20.828819052517268
3.567533266935893,3.211609268135965
2.8093450968738076,7.528529932164133
5.426960831582485,17.08249268029468
1.4092422497476265,-2.6114484387496573
8.021969807540398,17.782475049210014
0.7455064367977082,3.5305440505891106
9.868869366005173,23.865030219119586
7.722447692966574,11.49709254242082
1.987156815341724,-0.3075128216536571
0.05522117123602399,3.1982086049396385
8.154614284548341,18.497167262029425
7.068573438476172,16.13911827833585
7.2900716804098735,16.96593619880765
7.712703466859457,13.705308047404952
0.7404465173409036,3.4099078233258213
3.5846572854427263,9.341604464080177
1.1586905952512971,0.45997551839712303
8.631034258755935,25.725166562090898
6.232981268275579,15.361294220198308
3.308980248526492,2.8527465082423893
0.6355835028602363,4.897381440255792
3.109823217156622,3.3209197534039583
3.2518332202674705,10.65200485550475
7.29606178338064,20.226505882790896
6.3755747135521315,10.468420153697421
8.872127425763265,22.59775936850382
4.722149251619493,12.09542221098498
1.195942459383017,6.680125558743994
7.13244787222995,22.852067675075688
7.607850486168974,15.234148508326466
5.612771975694963,9.210599293959966
7.70967179954561,12.861285880589127
4.937955963643907,7.612670787426062
5.227328293819941,11.146249749983465
4.275410183585496,10.915428266437566
0.2541912674409519,2.61514573220198
1.0789142699330445,6.466561536010184
